d,price_usd,binance,bybit,okx,bitget,deribit,bitmex,huobi,bitfinex,gate_io,kucoin,kraken,crypto_com,dydx,delta_exchange
2023-05-05,29552.9695236704,3853994085.2662,2052025657.5167,1423330660.9,1196130004.0,670248310.33,250192422.8023,97522689.681,140065746.4403,433674446.1567,574411304.4727,68100294.3862,15296570.4919,75239714.4303,4432956.8548
2023-05-06,28899.4629602572,4062216019.867,2107006214.6338,1457441056.7596,1311459778.0,643060364.638,266877181.7525,100979267.0616,143310048.3372,469756302.8416,616414388.0395,69024203.936,16440479.5781,81846190.3207,5235361.5088
2023-05-07,28761.738434249,3795218958.7069,1972737191.9562,1448660148.8763,1120863851.0,645724828.88,262195454.7129,102171140.2171,138978511.7605,417556859.4394,557396825.512,65825629.507,15904116.1651,80657140.3578,5953292.6753
2023-05-08,27727.2854091175,3783335314.9454,1953310481.2128,1437188504.9601,1142742123.0,654374804.187,269762978.3929,108327154.2359,137654240.4335,419274419.9424,538726961.7994,65574075.5401,16292313.9003,74750624.1526,8582896.2526
2023-05-09,27642.4281092928,3909567316.9206,1998337229.4749,1410129252.1995,1067292198.0,674897986.951,295919028.7044,116008988.8855,134831780.6794,450636487.6192,598255368.2308,74042947.587,15055762.942,72288469.5363,6463516.9391
2023-05-10,27646.004902104,3982519693.6276,2008525972.7197,1387543425.8496,1060512097.0,671612145.659,266972865.142,119592930.3146,134408905.2701,446566444.4309,588710593.9203,73639671.7162,24267967.9537,76107753.778,6828834.1716
2023-05-11,26986.271065751,3765182190.1384,1868077172.8072,1303760629.6894,1115718983.0,663490579.236,243527375.1743,112118463.6362,134416153.1719,459719250.0634,551830455.4,74804893.644,27997479.5678,68820113.7121,5345543.8172
2023-05-12,26773.3443591467,3908124760.2544,1989154363.612,1423249739.8707,1200868297.0,679036073.586,232814321.465,114947723.1698,130837149.2071,454694768.5318,581338003.6122,74038813.3812,37330132.8807,79397420.1558,4434596.2181
2023-05-13,26841.3982913501,3833106576.0381,1874872608.3164,1361492270.4841,1153202240.0,645040366.229,222556445.498,113099898.53,126712721.9886,439462037.0013,550497165.124,72297933.8983,45503301.8139,71107975.5675,6346917.5006
2023-05-14,26918.261597896,3846885063.2082,1883991045.0147,1357553005.5922,1217973759.0,648739113.465,231617731.3127,113331924.7733,127047157.5604,427804104.3411,552570341.129,73451345.7472,47230976.9264,70299174.7143,8038967.9465
2023-05-15,27231.6216052016,3868251449.8195,1901783072.832,1396330389.0657,1202225246.0,653719446.507,239682192.6863,112457851.1868,127915793.0593,435298102.7437,555939153.6117,74339506.9169,48408063.8081,69566929.2084,9812459.2174
2023-05-16,27025.7181864407,3881992697.4929,1998428832.7636,1439391378.5926,1200493326.0,655033964.324,244305886.9707,117209747.8654,130672466.0301,466467812.9333,553259158.0398,74932739.4392,49333069.691,70433523.7116,6453820.6626
2023-05-17,27401.0440610754,3907069001.6519,2064733355.9918,1390182373.279,1254917705.0,664593707.55,243021505.1089,118359941.4045,130592028.2208,459482290.9684,569597976.3012,79874329.7676,54203626.4055,72293298.2295,6940700.16
2023-05-18,26843.2350938048,3933973985.4784,1982108642.8585,1465194707.2874,1240510017.0,664232543.673,243277477.5078,120464669.7411,132328333.0338,498254984.4843,562156960.858,74438385.2975,64487973.5924,72936212.9325,6599958.6193
2023-05-19,26889.503631502,3770850994.6529,1973125781.3877,1372944247.452,1067784495.0,683036928.111,251938387.8195,117577733.9096,129395286.7638,495068701.7888,574196263.8579,75524917.8308,60932469.4361,69247190.6284,5474392.6663
2023-05-20,27100.8582878434,3760906064.1427,1962730094.05,1351216959.1541,1088865063.0,679690393.678,243770162.6742,116925396.6024,129688243.7078,459769465.1764,555006553.6294,73076878.6296,65009409.6653,68236624.5249,6143245.8366
2023-05-21,26777.0977831677,3820214063.9288,2017313054.1985,1369901121.4744,1118588096.0,680233435.933,250538382.147,124928269.4414,130775291.9308,491489950.228,562943928.9582,72828224.2752,66637534.5537,73463759.5398,11481385.469
2023-05-22,26858.7370637054,3811766502.1036,2000797090.976,1365520091.2824,1089446646.0,686071269.268,245008350.3308,122877621.9493,129513862.2604,478535838.2154,565651067.1851,77472625.0624,67205110.7717,71664811.5681,9440619.3292
2023-05-23,27226.8558763881,3819570093.149,1993813658.0668,1379144210.585,1145328537.0,694150658.685,250646437.9504,122155262.3136,130344311.1187,470041003.6794,572912367.314,74619897.8674,72917328.1019,71542310.548,7080295.1495
2023-05-24,26341.4306446522,3865400437.3832,2122203083.6632,1425789005.3402,1175965195.0,693588882.2,241521507.3492,123738024.9656,132437919.7883,502075536.676,594681629.8935,74236865.589,67133647.7419,75737509.344,6476231.7758
2023-05-25,26484.8359234366,4037326636.7799,2099710586.5083,1219806120.7771,1046914712.0,693140659.684,232256712.9879,128049484.6864,127135127.7193,523011827.4734,608994208.8772,75075544.5027,67295720.9661,73578855.1713,6438499.0258
2023-05-26,26720.3838071303,3982298188.233,2102722450.177,1206091695.8869,1040018532.0,697599398.6,241465770.195,126603016.6149,127345286.2209,517139455.0503,617376739.8896,73945252.8728,66094815.2926,69746208.169,6149440.7985
2023-05-27,26854.5403702513,3844602077.9768,2117830336.1422,1196775320.5112,1018357621.0,666937113.469,231078449.2271,128178766.7323,128668862.6732,535667524.2082,590931558.4729,68853567.523,61151268.3799,70363960.8384,6872378.1757
2023-05-28,28097.5211259497,3910002179.0825,2099329684.3508,1196365214.584,1022453864.0,670480144.808,232612669.2364,128885421.407,129831165.7294,524909383.1085,594712451.1726,68854782.8351,62353919.1372,72054272.0578,8159560.6912
2023-05-29,27765.0728693746,4169715539.034,2221184140.8098,1358348188.1299,1043534366.0,672494098.595,255409921.9951,123814053.2217,134380762.4302,555070485.1091,617880705.4472,71535220.4448,70690765.1301,80145982.7835,7400914.0108
2023-05-30,27712.4915844535,4127375684.1079,2207449864.5509,1342090945.3215,1050423434.0,676928500.351,242507901.9366,118324258.274,131873871.3966,532893392.576,613815709.4179,68366137.936,68740521.3466,84413725.986,6505248.1142
2023-05-31,27217.6832580362,4122960405.5316,2227003672.7198,1344511188.762,1070957697.0,687604756.373,251369539.2346,121151296.2424,131520165.1236,527351275.1176,622863269.8561,73420772.0463,68590476.0006,83636526.087,7941527.0455
2023-06-01,26825.3713451198,4045251882.0774,2123802788.3694,1256900121.1034,1068313051.0,696536645.662,243904919.3425,117793225.5529,130150825.7242,523127432.4403,639141378.2492,69016016.029,68416512.5715,87921041.6655,7245186.1755
2023-06-02,27255.2279941555,4053168156.7806,2140609153.6472,1249743979.9522,1023378262.0,712295690.534,244667971.1126,118644186.2408,133948658.322,494921860.6288,612069656.117,79600703.0962,67720809.373,78065323.1592,6828889.4145
2023-06-03,27079.4084643483,4082738175.2822,2184493723.8496,1247766400.3886,1086543707.0,705809245.026,247254931.5179,118077991.9028,144610011.2328,503417118.3202,620347473.6614,81340273.5035,68432033.3446,77869300.6107,8637793.6067
2023-06-04,27158.25456955,4107570868.3357,2144804615.3247,1245623222.3345,1087430033.0,703122865.348,251564411.9772,119471202.6899,148507109.1812,486296865.0285,613752847.8756,77567485.4446,68829472.5086,79765450.4536,11608690.1457
2023-06-05,25785.8514842198,3973259622.388,2083624328.956,1267096656.6711,1089703823.0,698887149.539,250351534.4369,117508983.213,152252444.6198,497750217.9236,596353152.0848,76249025.9143,66826712.5269,77549084.064,11743424.7096
2023-06-06,27213.7705187025,4078089920.0061,2115098232.6327,1347095639.4351,1103474370.0,691234432.883,249651337.5817,116274405.7915,157001819.384,477699729.5743,627697205.3372,73435217.8965,68177864.1355,75004507.11,5547802.4871
2023-06-07,26339.5790292227,3956632284.406,2097555763.6502,1318715839.0936,1022356056.0,687576406.293,228664231.3709,116752119.008,177220233.2885,520354965.5926,610421565.5533,76759733.5,69512192.7419,78063473.3468,4011270.7293
2023-06-08,26521.693600526,3654670743.2746,1963947993.4324,1258870578.8373,1001777872.0,692908988.715,226819767.289,115071806.6096,176996658.2948,457935166.3714,566032984.3525,77036074.7648,62593687.8064,73054680.7792,4390386.6319
2023-06-09,26470.6775780245,3683189414.013,2035630090.0382,1260165368.1615,1032684988.0,695848333.395,228014568.8788,121252415.6504,178861363.6974,456436135.9212,580232239.4513,78476199.9182,7334900.4304,74883442.0592,5853511.7876
2023-06-10,25863.2138506721,3658109822.1909,2043911369.0622,1275491773.6052,997667163.3,675468418.811,230481875.7267,117864152.3168,178123514.0611,476638240.9992,605112394.5307,78009079.1532,7471852.5521,73768545.9046,7395407.3285
2023-06-11,25906.8281516657,3597258814.1845,1973196368.7097,1278011165.784,1006938975.0,669284175.2,233124146.4406,119938730.5753,176613832.461,456254534.9028,586044571.0175,84049383.455,7889049.0169,70486991.4456,5549291.0485
2023-06-12,25906.7519354179,3512334329.1351,1983254408.7714,1298400304.4391,1006859903.0,665792612.079,223189975.3504,118491432.1363,177350753.0747,497013195.7438,577243586.4826,85380601.6854,7914602.0362,68974166.2176,7567252.1471
2023-06-13,25880.8599734074,3623500313.1219,1998780228.0763,1275170335.6589,1060929206.0,667820175.276,228860532.8038,122286376.742,175815452.4158,489730348.0065,578838457.2073,81192871.9943,7920265.5265,67695116.4024,7696189.9613
2023-06-14,25097.5853796026,3630453067.9862,2111714739.2568,1287146764.8465,1178131790.0,671094956.373,227540094.055,126051108.372,175843324.2404,478296767.1077,582645067.7926,85116503.1543,7941533.1307,66964175.652,7401148.9917
2023-06-15,25559.1433293396,3564645168.0345,2040356131.5262,1234503948.6122,1134401940.0,672219067.829,240905330.2462,119099405.6964,170402240.4501,466357293.5401,588755647.9944,74654071.9366,8132241.2284,69415884.0704,6961786.6852
2023-06-16,26331.8200943892,3641668729.221,2058125696.3401,1299614945.0592,1135982110.0,661275315.825,227527096.882,120149502.8497,175118127.9962,474542982.7702,580535012.0528,80629188.137,10285989.0977,96536791.7693,8566855.0668
2023-06-17,26514.1713495032,3713624049.6237,2190450048.8563,1467237364.1046,1099938649.0,653298370.49,235098461.7495,120759012.3106,180121269.9159,541067715.9204,589303943.7497,80698244.412,11035347.821,81170174.7896,7049479.8485
2023-06-18,26353.962682934,3662037342.0954,2131953500.1986,1447544221.3407,1039796921.0,650814233.922,240808051.2321,118886624.8277,181446289.0264,527717294.5435,578920670.2578,85152467.1024,9063170.4613,86826911.7782,9973153.5416
2023-06-19,26778.0634415547,3659659468.871,2169339550.556,1416388365.8899,1051846374.0,657783869.395,239811776.8342,118920241.0294,179899102.2371,529342268.5401,581148135.2298,84895567.0368,8382392.815,86682533.095,13035858.0738
2023-06-20,28305.4204573349,3853140153.8764,2242854778.124,1415803949.181,1058976291.0,648532772.415,239097326.7466,122578916.0444,184745612.4972,533631932.1783,574050684.5992,84856744.056,7840181.5821,95116338.2268,10096441.7898
2023-06-21,30099.5153509643,4418970818.3,2451651114.3779,1624351255.1015,1175160000.0,756811124.42,262350376.2381,136269631.9273,196751713.3204,573309243.6855,669708175.8788,80561940.2489,9842191.3567,109262137.7376,8775076.2607
2023-06-22,29952.5112866745,4542955854.3444,2323869106.4488,1677588286.8431,1181948413.0,840829756.412,246252722.7574,136101261.8062,207595794.7109,536628882.5299,592253202.62,81984065.322,9362036.5515,124289342.1755,7688712.0162
2023-06-23,30638.3537644652,4537683758.1296,2401404349.8874,1674649506.4675,1193827644.0,857049160.143,252884600.8624,138853704.9124,208336102.8555,531367457.7358,612403812.9706,77664713.2748,8175290.5155,109739818.96,7877853.179
2023-06-24,30549.0162872589,4529894685.3172,2491890518.0036,1702758118.4032,1307999680.0,886634369.178,254217464.2089,149787166.5024,213878201.5059,534160845.0961,603486934.1235,85242093.6822,8872847.5517,117401125.8365,9051997.3857
2023-06-25,30467.4403705435,4468524976.3711,2469491867.6456,1698760091.2791,1293168073.0,873901384.504,246490941.7889,147407229.4843,218277508.5791,556960538.8519,615754959.3766,91456603.152,7911951.8271,115430205.6,12878273.2784
2023-06-26,30255.8861241964,4463683617.1667,2478836842.3291,1714198083.2184,1356579812.0,877769277.189,243357276.0415,152509156.3125,218314736.7938,533622382.3231,635834849.6404,91072120.6106,6682655.7228,112759554.1347,18014464.8037
2023-06-27,30656.2,4479313381.4778,2491456645.727,1663995072.5254,1308078267.0,867323342.089,250232753.7139,153545590.6996,221918406.9258,555300253.2362,586473246.8151,90757063.6166,6521982.1593,108238410.8493,11082661.9215
2023-06-28,30104.0432717709,4572183031.9591,2567419807.2817,1647815501.8333,1342488692.0,885937851.499,256587482.6542,158569695.5263,227425231.9925,547600850.1321,602428631.4089,96651034.2231,6414412.5817,110811109.0976,10324016.3728
2023-06-29,30460.792978083,4375171368.2817,2569534877.9869,1604236765.7852,1293710601.0,884428295.001,253655072.7557,155651335.2605,232335575.0435,522131174.2207,612013801.8367,93853532.1755,5931266.8718,104297373.8034,8930132.4323
2023-06-30,30484.503257744,4565163839.5854,2560522714.1863,1643662970.7634,1367889272.0,889589663.891,229295001.8133,146545393.7598,235933005.1143,540181918.2735,601999714.6182,92872985.819,6766845.5767,109127382.7269,11934641.2618
2023-07-01,30581.6889655172,4170647950.0316,2348892269.7166,1463208156.7803,1387313413.0,691386314.779,238272672.209,136943587.3854,234218018.5216,488630520.0719,605119560.5499,100937609.5992,5875284.3494,102484604.871,8584555.0421
2023-07-02,30594.2164736996,4284571448.4775,2361540909.6001,1485673900.975,1413281392.0,686797418.53,248188167.3216,142201559.603,248325642.9672,522479442.164,611362044.7944,97408100.6746,6036174.1184,103831470.702,10509411.0282
2023-07-03,31135.3575993571,4275430265.4211,2335074143.1514,1456580716.5092,1405433608.0,695282658.196,241857980.0433,142630808.569,252876357.5195,513429863.394,579386280.3652,98088690.1461,6425776.0795,95204109.6826,17518131.3786
2023-07-04,30799.9474558738,4669239622.0462,2459085199.5181,1555279957.4042,1433704291.0,703503076.413,253415510.3223,146233174.4763,266531557.4108,581476704.3597,603425730.5992,98627874.971,5490462.4123,109309293.6404,12903196.8865
2023-07-05,30497.8221282876,4495878560.2925,2456352434.4174,1528184423.3761,1340989782.0,700044083.885,248706280.3175,145555306.2855,284242869.0757,532250763.3824,612938153.8227,98293204.6164,5131781.8739,103796919.5135,11041201.6534
2023-07-06,29979.7298094681,4429592449.5598,2487310709.434,1522987336.7002,1497752016.0,692950216.691,239843142.5872,143192288.5831,298178177.3552,525939763.2101,624738697.0072,100185921.0904,6865236.2976,100962826.249,14153456.6823
2023-07-07,30329.8829786674,4061438656.705,2399950895.0267,1493989270.4086,1462382056.0,710932114.472,247145128.4551,144135470.9776,296206870.827,485533871.1504,580114743.1501,111926573.3695,5517316.0356,94920850.4424,7683648.1109
2023-07-08,30263.6196341321,4116157582.8015,2393687565.8177,1479283566.133,1558214425.0,688672493.561,250526544.0595,136777016.3722,301048541.9077,509176284.7874,606784675.9918,114967138.6304,6093949.0765,103003652.068,10660028.0502
2023-07-09,30163.2210563998,4114991200.5175,2373861987.2216,1483728126.6848,1657690476.0,687020847.498,244073068.6684,142425482.0927,301000486.7024,458244581.3271,599540708.0078,109717110.9052,6054004.2964,96794932.0286,19393326.5847
2023-07-10,30394.6555806546,4063019638.6095,2429043629.866,1468822447.5877,1610343023.0,687460299.841,246303656.9303,138151668.0636,300032087.4814,467709060.2663,600678574.8298,110801838.9748,6185613.1082,93825428.0432,24545361.2455
2023-07-11,30616.247094097,4217619501.363,2469860157.2149,1589097340.0243,1184682726.0,681635616.171,250504789.3797,135636894.0856,299286881.7427,460235663.0593,564689664.8772,109076099.403,7929053.3724,103152733.3004,13756862.9213
2023-07-12,30385.6087852133,4309227365.2117,2470994488.7548,1597886065.0962,1351450141.0,688298950.887,253323944.417,137720257.4174,308665558.7826,452874188.1831,572561460.4231,110848007.4656,5822335.8113,106560743.5432,12944589.0327
2023-07-13,31434.7354704851,4379732626.6835,2633675586.5722,1608393594.7493,1670167328.0,696924241.483,231791748.7885,134949770.6698,308593235.217,462288301.7512,612581649.5668,113863561.2964,11385248.5588,104901648.7428,10575866.6463
2023-07-14,30310.6720204559,4546949504.4742,2554420794.0458,1748644202.4378,1343435292.0,741908047.84,264876285.3459,138981778.1759,320337069.3549,541618234.6184,553200509.7015,113408317.6076,5158815.6437,115379418.8862,9968376.1153
2023-07-15,30290.8905958504,4096023060.8306,2488151910.5974,1545142862.0138,1727694152.0,731121184.675,242640134.6568,128449664.7947,306067645.8353,473888327.1767,642479605.3581,117943734.377,5222927.2033,105752500.605,8746960.3579
2023-07-16,30249.7729658095,4061844013.7869,2493489341.3825,1533074803.0849,1726427961.0,728211803.358,249169203.4807,128761315.6085,305196886.8555,487082400.9675,608825878.9649,118948669.173,5491221.8164,106527048.0183,12384503.6679
2023-07-17,30143.7462744009,4081072892.5675,2525061884.4684,1535022346.7431,1657742245.0,730516205.348,246139209.9901,126658641.7201,304577413.051,483437706.288,582205379.8581,118502124.407,6425335.6727,102401413.369,24199402.7601
2023-07-18,29835.7474076563,4185644303.8985,2543406048.234,1506747236.4709,1690160476.0,728254464.667,231723230.2671,131555953.8588,303939181.7766,468016225.3947,565296649.6348,121224052.3585,7335635.0028,98226127.9665,15301433.0401
2023-07-19,29913.0294646406,4218161392.7456,2593473387.1053,1578211456.0012,1912792616.0,730547322.699,234344722.8972,137275183.0665,294974915.2509,484412149.3415,593723645.4772,120119411.3949,8505332.5404,102833530.1915,14203447.4592
2023-07-20,29805.6065707189,4165126863.5057,2560407208.6004,1558818754.2318,1858295967.0,726483317.11,231795365.1353,138469463.4117,297695088.4046,482372099.8072,590412586.0341,119222412.1076,7441097.8491,103177692.237,14934353.6752
2023-07-21,29919.6934921099,4313092223.9468,2481095189.1711,1584452437.3814,1369950402.0,739753085.288,241569121.7624,132891505.3622,293977264.9986,497042414.5981,579343869.6136,118594962.3214,7701151.4427,99072089.9955,12470549.589
2023-07-22,29726.0096271186,4229550309.4621,2461195478.3204,1566034995.2836,1423743495.0,701515726.031,241717646.7489,130100124.195,286774557.2446,476656280.8309,579874414.1373,117854518.0836,6941339.8951,100712134.5024,16838522.5545
2023-07-23,29882.43,4188090252.8315,2413426466.0968,1578466746.1466,1280934410.0,694126942.507,243705698.1098,129912026.8606,285946934.7784,479425535.1836,606487934.3573,119101457.7289,7218844.794,101226082.5183,24436047.3706
2023-07-26,29361.5917580362,4196225955.5441,2461477729.9457,1588484518.1377,1381799323.0,722892176.084,240458353.4852,138378739.3007,280240354.7624,673518670.5467,574297764.6133,118466845.5759,7943735.1351,100059039.7125,16224902.7571
2023-07-27,29201.6865175336,4235396603.7639,2478199055.3278,1552436980.1553,1410351997.0,721370552.882,242901184.463,125440550.8209,283448644.3609,632168697.9435,556234300.8795,120003197.36,9607034.8504,104838661.548,15319034.6136
2023-07-28,29316.3130751023,4249834951.664,2505258717.1512,1577261208.5708,1397786817.0,738140270.549,240178009.6679,133014818.9557,281578485.6264,643611691.5854,584199502.4925,122169681.262,8997369.4382,98338438.9931,14719575.232
2023-07-29,29360.376179135,4196977296.4785,2511462239.2641,1582357787.1117,1420728309.0,700029944.916,232408247.9067,132025824.0952,282517388.7027,737539729.5969,573900241.9275,119587072.0816,8539884.585,98468322.32,17278682.1284
2023-07-30,29262.8367337814,4205810113.2475,2504580944.6222,1585049972.8909,1425329199.0,700111277.318,234103988.3985,137164856.461,283402446.6379,743641490.7521,575721270.3421,122136323.089,8300247.7357,96329959.214,22547609.4077
2023-07-31,29219.8201887785,4138125470.3728,2502434874.6184,1587528096.4329,1404429026.0,698467903.83,237194193.7499,136670094.0723,282646609.9011,750453858.4327,561520683.64,121340570.0511,9001548.8096,96346023.7655,28981630.1483
2023-08-01,29499.5875385739,4214595315.5471,2636029654.4804,1570724567.6346,1397427003.0,700465536.644,241873026.3059,134375153.2443,282838700.2229,742878280.4334,587497830.4312,119422768.7701,8886794.2781,94067544.5568,19044378.9309
2023-08-02,29143.1519620105,4281340538.6806,2523959256.9294,1595436760.205,1317554964.0,698280448.296,246930643.3945,128810167.5843,287185655.0706,790500995.3052,572419013.3526,119940298.3549,8334717.8883,98316266.3568,13090617.8025
2023-08-03,29192.3448617767,4307083394.3371,2511499074.4286,1549993658.6627,1258095449.0,701224732.341,236598321.8065,127679933.3651,280681781.2809,738603873.81,579714261.1186,116782472.5983,9101479.1042,109778393.6886,8952234.2484
2023-08-04,29057.2532437171,4292133288.9626,2555229433.23,1580818805.7399,1221198324.0,716619635.09,237573820.6138,123154151.5966,282140854.6316,749373121.7396,592686184.1967,118522758.834,9257658.5683,92317476.7743,13905099.9215
2023-08-05,29053.0956975453,4390070899.3246,2564607192.2771,1543496220.4017,1355029896.0,709055280.732,248593746.6864,125166900.7343,280952429.7998,730552715.3814,609739024.7186,118266380.0655,10876417.6059,90696043.9448,13380277.2981
2023-08-06,29048.0433275862,4321150444.6895,2553516460.4928,1557097125.4825,1382900268.0,707465067.608,252188121.0729,122954234.5917,280782586.0362,734973452.5864,609896076.0583,118361044.8188,11102859.7701,91117571.8229,19898561.3375
2023-08-07,29164.3585873758,4263466833.2946,2547508688.464,1515336739.3449,1325833193.0,707304854.15,245319030.858,120872435.2662,282266432.8752,725250264.3517,610316060.3486,116734646.9326,10509859.8793,89011278.7816,23677556.89
2023-08-08,29779.511383986,4301705723.6248,2608168787.2578,1552823867.6457,1293026626.0,700105128.206,246974384.438,116807596.343,284979854.6736,651647393.7084,620397832.5739,118261131.16,11722931.0487,92413659.5892,10649718.3332
2023-08-09,29582.9442375804,4807974022.0197,2678259805.3868,1781504870.9816,1434157070.0,725920962.465,261988703.9688,118424566.1637,290389120.065,466988477.3533,566831094.1288,110149041.4703,11203708.2935,94617936.8895,8552351.7337
2023-08-10,29430.1599117475,4543971408.5843,2666444150.5853,1634751469.4655,1425105797.0,733479262.374,250657750.2179,123040764.066,288539065.1893,448278197.0421,568719993.1288,122760674.1846,10307350.9277,90659520.5446,7891424.4122
2023-08-11,29399.784739626,4550908265.2619,2740659535.4437,1633207518.2443,1447008003.0,722605355.068,255364672.0843,121637951.0655,288325291.7827,461724775.7907,586512308.3231,124101955.6295,9775107.7591,93431122.2867,10495957.2583
2023-08-12,29415.733902104,4536092043.3246,2730469811.036,1609504677.2613,1407034975.0,707059403.269,247919421.1368,119776282.8223,289898195.4569,483681511.6228,594757416.5773,120937579.881,9674624.7245,91793903.4042,15424904.6777
2023-08-13,29286.1176110462,4501962972.4608,2739195242.7308,1592044007.2324,1398346545.0,706445308.186,245399102.6509,118835530.8648,290026651.016,490592705.7262,589630645.05,120538524.935,9814380.4154,93296658.5025,23040640.8972
2023-08-14,29408.9717127411,4416200511.6476,2727224954.9283,1597952405.6543,1390944131.0,701604973.159,250704135.7646,116618956.3863,288620094.9059,468920533.1011,581858188.8387,119626107.8799,9968674.0054,93223856.0435,36012593.5568
2023-08-15,29167.59721654,4200170799.1621,2730782524.5824,1650792055.7083,1381439243.0,708757339.598,241516484.747,115993558.3452,290056427.8961,463206054.5382,587278502.5221,121208218.7344,9842961.1655,125560632.2048,19727825.9418
2023-08-16,28754.2924079486,4390947113.1161,2769783109.6939,1666990349.5084,1377646682.0,725158805.404,248416309.5671,121148004.9549,288355280.8033,492257137.7897,630434976.3829,120501959.029,9912930.0968,95379861.0324,15348121.9904
2023-08-17,26660.5627264757,4445649649.3233,2783167239.3376,1671264260.7268,1289691083.0,732424857.963,252230084.9765,128807871.824,282529621.2132,513581867.7131,622616402.2115,117593317.9096,10401370.8156,105795929.9363,12782304.6807
2023-08-18,26037.3658474576,3656443918.7424,1934949309.0517,1300525983.1482,1235619937.0,740474306.112,247203362.6915,76918361.7437,256327671.8175,425676651.3701,384576540.8439,90662547.5808,9428324.3705,82797912.4758,9229235.3255
2023-08-19,26093.981808007,3304565169.1784,1893209225.5228,1296466664.9586,1187849124.0,689875918.9,230400588.1764,79726721.424,233488339.5344,405388763.7318,400141220.4709,87160463.7476,8449177.4093,85667157.14,10290610.3538
2023-08-20,26176.4721642315,3082159347.9445,1903410745.455,1317420191.5505,1163613611.0,689395087.137,230237833.3121,84839214.8731,233828053.0872,417033324.0106,430228134.1886,87011461.7497,8173666.1938,86905318.3031,14717124.4527
2023-08-21,26128.9050160725,3152960629.8005,1974145551.1528,1321346966.6981,1145199560.0,692418866.752,233757918.8687,84887652.9363,234623965.6789,417164244.2496,431979769.9487,88639836.6152,8065433.212,92213381.9178,20264436.553
2023-08-22,25978.2096914085,3176333265.7297,1975238309.1572,1310185727.3385,1067242408.0,698578256.428,233627635.1447,84788238.8693,233201701.9335,415807965.5449,425245721.4365,83957101.4224,7935939.8386,82921455.2064,14721402.9751
2023-08-23,26452.1935882525,3065991275.0176,1908545687.1352,1278425970.1525,870611820.6,697443027.053,217099552.8556,86867965.3466,233866581.9587,403394312.6569,412531328.2021,83455824.7772,8274340.5316,83493078.8796,13293163.1374
2023-08-24,26126.7943331385,3016638388.5489,1971144543.7581,1251560544.1016,834613027.5,709121759.164,207555105.1765,85786993.0699,237631140.2114,392449743.5271,395406503.0878,83652329.154,8134146.6384,81172057.1064,10327446.6909
2023-08-25,26040.881255114,3039198162.8179,1995608109.1562,1239193191.5745,852140386.0,735164266.883,208542270.7749,88730511.8947,235464104.5275,381547100.9806,425243951.9502,83774892.5104,7001160.8759,77214504.339,9692042.697
2023-08-26,26006.1740800701,3008148700.2839,1972483335.6193,1217528329.0236,837460069.5,665239687.853,206979289.8466,93132506.7342,234339017.0838,382531887.7745,391523615.9784,83613024.7809,6910184.965,80377240.7907,14611411.9582
2023-08-27,26086.3612594974,3033269279.4229,1971819110.0323,1228235873.2926,838226454.7,664924749.463,204584621.6546,92565429.7467,233946900.4027,380181213.3708,398570011.8462,81264907.2304,7045417.8865,80858886.7232,20168810.6469
2023-08-28,26103.2765730567,3063992100.6562,1975754234.7561,1267762273.3363,854033686.6,659505749.16,209199310.1599,91658139.0208,235274412.8304,394552671.1897,402636950.7166,85168789.9275,6815826.3158,82267571.0578,30683197.3394
2023-08-29,27672.2221306254,3066181536.1209,1969741000.0725,1222756763.214,835081346.9,657246099.376,211713169.0109,89513766.2302,235167071.3623,396244428.2248,405201709.7786,84856376.8656,6980988.963,84545792.607,16611657.3724
2023-08-30,27298.997779661,3402066907.3468,2163909389.974,1502087013.3794,897597052.9,678540357.737,230095922.5425,102030806.0664,263030631.9599,470619284.792,404530975.3396,94605116.2943,6317171.9228,116494297.991,10817476.9067
2023-08-31,25954.8665935126,3275052766.9196,2139214374.5197,1368385647.2881,879667362.9,656530450.699,228527370.7861,98717586.5725,257808152.7092,417837545.8292,400123425.11,88072716.098,5797613.6278,109211758.4615,12573150.0355
2023-09-01,25802.7885298071,2937326054.3713,1910835487.852,1273223012.7488,854639567.6,674047033.229,225359242.6975,94089220.7821,236975232.5615,385692838.2673,355521865.2074,81852532.781,7070909.6479,87304493.8752,6909203.5888
2023-09-02,25868.2960976037,2965679059.5044,1887971193.4224,1282930113.4432,816133857.7,661894282.74,233277204.1524,88410621.4775,235112235.4859,378288292.3697,370708725.8295,81465149.659,6707479.6593,81658088.681,9642653.004
2023-09-03,25962.5475689655,2894086936.095,1882587979.0907,1330292273.6121,873988596.6,663564696.132,234039913.02,90787745.5402,240495485.3825,383243977.3969,370600646.7136,83097017.0692,6695610.1727,79655243.7801,13594508.2145
2023-09-04,25799.5256870251,2889687970.2959,1901737696.5362,1341445234.1185,886264498.7,666513444.542,255116071.5721,92075809.4599,240639899.2695,395583560.1075,369417203.6286,84139332.821,6588893.2388,78640806.3234,17243630.6339
2023-09-05,25782.3622200468,2882544559.3734,1905942036.701,1267902210.9103,880031669.2,673316590.512,227142162.8388,97284324.6089,239372822.3828,381783055.26,379925420.1916,82594019.6626,6014971.0237,76926579.5912,11916875.4645
2023-09-06,25754.7902676797,2955943066.1125,1962547692.0077,1287613596.8417,1646150294.4253,679856940.255,226136903.8343,96489441.0092,239398884.0213,380738805.9559,391684297.0278,83673001.322,5795617.6862,78424929.9282,10916185.2321
